0.30183,0.37109,0.96236
0.30289,0.36004,0.97011
0.30088,0.34595,0.96952
0.30824,0.34298,0.99347
0.31863,0.33986,1.0194
0.30738,0.31566,0.98529
0.30254,0.30239,0.9666
0.31037,0.29443,1.0063
0.30064,0.27532,0.96265
0.30877,0.26687,0.98602
0.30841,0.2553,0.98515
0.2988,0.23648,0.95552
0.29257,0.22109,0.94097
0.29673,0.21002,0.94522
0.29055,0.19643,0.93613
0.28664,0.18017,0.91913
0.28083,0.16794,0.90327
0.28015,0.15478,0.90343
0.27817,0.14428,0.89542
0.27392,0.1308,0.88355
0.27433,0.12003,0.88006
0.27324,0.10805,0.87521
0.27737,0.098683,0.88957
0.28689,0.089938,0.91075
0.29676,0.084199,0.95246
0.28,0.065397,0.89178
0.21085,0.042989,0.67625
0.18846,0.02953,0.60481
0.18533,0.022956,0.59058
0.18488,0.014322,0.59015
0.18575,0.0082345,0.59279
0.18376,-0.00022935,0.58868
0.18771,-0.0064298,0.59855
0.18897,-0.015142,0.60227
0.18744,-0.021199,0.59982
0.18512,-0.029823,0.59493
0.18461,-0.035495,0.58937
0.18162,-0.04351,0.58031
0.18063,-0.048938,0.57873
0.1788,-0.057065,0.57602
0.17832,-0.062499,0.5686
0.17647,-0.069905,0.56348
0.17642,-0.075614,0.56637
0.1777,-0.084312,0.56576
0.17794,-0.090243,0.57014
0.17961,-0.099362,0.57442
0.18125,-0.10722,0.57385
0.18401,-0.11583,0.58793
0.19122,-0.12699,0.60397
0.20042,-0.14303,0.64155
0.19486,-0.14543,0.62302
0.19016,-0.15079,0.60766
0.19065,-0.15822,0.60996
0.19296,-0.1678,0.6159
0.19394,-0.17509,0.61858
0.19238,-0.18208,0.6114
0.19193,-0.18986,0.61119
0.19401,-0.19884,0.61609
0.25003,-0.26647,0.80475
0.26251,-0.2894,0.83233
0.26419,-0.29871,0.83647
0.263,-0.31428,0.84427
0.26351,-0.32623,0.84239
0.26584,-0.33836,0.84806
0.30495,0.39037,1.015
0.30628,0.3775,1.0194
0.30771,0.37182,1.0371
0.30898,0.35853,1.0414
0.30861,0.34645,1.0313
0.30918,0.33213,1.0327
0.30568,0.3141,1.0125
0.3068,0.30073,1.0162
0.30583,0.29095,1.0158
0.30217,0.27415,1.0093
0.29895,0.25867,0.99151
0.29989,0.24526,0.99327
0.29675,0.23417,0.99543
0.29738,0.21833,0.99315
0.2897,0.20535,0.96927
0.28688,0.18976,0.9645
0.28125,0.17388,0.93045
0.27877,0.15952,0.93093
0.27296,0.14723,0.91038
0.27307,0.13438,0.90581
0.27114,0.12367,0.89879
0.2716,0.11098,0.90031
0.27796,0.10417,0.93618
0.28712,0.094359,0.95484
0.28615,0.084344,0.95458
0.27805,0.06868,0.93967
0.22161,0.046795,0.74145
0.1915,0.031175,0.63846
0.18721,0.023986,0.62307
0.1837,0.014814,0.60662
0.17911,0.0082775,0.59481
0.17719,-0.00021976,0.59068
0.17679,-0.006313,0.58855
0.17651,-0.014722,0.58449
