0.31177,0.38437,0.99734
0.31239,0.37175,1.0064
0.30931,0.3542,0.99177
0.31752,0.34834,1.0164
0.31868,0.33995,1.0156
0.31136,0.31878,0.9963
0.31127,0.30587,0.99368
0.31433,0.29732,1.0046
0.31169,0.28423,1.0002
0.31064,0.26924,1.0007
0.30573,0.25432,0.97225
0.30467,0.24086,0.97434
0.30668,0.23403,0.98862
0.2979,0.2111,0.9582
0.3065,0.20715,0.9858
0.29879,0.18905,0.96004
0.29945,0.18021,0.96553
0.29756,0.16369,0.9498
0.28602,0.14821,0.91895
0.28578,0.13499,0.92157
0.30436,0.13446,0.97918
0.32834,0.1306,1.0565
0.33368,0.12275,1.0828
0.20677,0.065757,0.66792
0.18315,0.051716,0.5868
0.17762,0.041815,0.56933
0.17603,0.03543,0.56349
0.17394,0.027071,0.55523
0.17198,0.021231,0.54905
0.17095,0.013299,0.54598
0.17006,0.007594,0.54371
0.16869,-0.00020923,0.53884
0.16815,-0.0057797,0.53703
0.16875,-0.013471,0.53884
0.16746,-0.018923,0.53408
0.1666,-0.026593,0.5329
0.16669,-0.032027,0.53173
0.16658,-0.039711,0.53198
0.16625,-0.045036,0.53062
0.16572,-0.052607,0.53097
0.16571,-0.05811,0.53072
0.16554,-0.065864,0.52993
0.16556,-0.070807,0.52686
0.16573,-0.078578,0.52725
0.16439,-0.084095,0.52891
0.16602,-0.092187,0.52787
0.166,-0.097395,0.53273
0.16587,-0.10516,0.52923
0.1667,-0.11086,0.52858
0.16766,-0.11886,0.53348
0.16797,-0.12479,0.53694
0.16905,-0.13363,0.54071
0.16997,-0.14149,0.54753
0.17306,-0.15002,0.54984
0.17521,-0.1587,0.55849
0.18595,-0.17651,0.59453
0.24708,-0.24289,0.79245
0.26456,-0.27268,0.84731
0.26711,-0.28546,0.85573
0.26698,-0.29604,0.85244
0.26946,-0.30767,0.85603
0.27117,-0.32233,0.86501
0.27031,-0.33203,0.86737
0.27396,-0.34592,0.87703
0.30727,0.39129,1.0333
0.31548,0.3848,1.0475
0.31383,0.37413,1.0507
0.31148,0.35712,1.0482
0.31079,0.34517,1.041
0.31361,0.33174,1.0451
0.31163,0.32334,1.042
0.31711,0.30957,1.0507
0.31347,0.29803,1.0479
0.30985,0.27878,1.0341
0.30738,0.26581,1.032
0.30735,0.25159,1.0352
0.30295,0.23651,1.0152
0.29921,0.22256,0.99858
0.2998,0.21259,0.99923
0.29811,0.19576,0.99166
0.29278,0.18285,0.97775
0.29325,0.16923,0.97999
0.29371,0.15932,0.98151
0.30306,0.14983,1.0147
0.31605,0.14604,1.0582
0.3166,0.13105,1.06
0.20035,0.075479,0.6694
0.17836,0.058548,0.5969
0.17382,0.051026,0.58033
0.17008,0.041895,0.56425
0.16768,0.035392,0.55784
0.16576,0.027112,0.55108
0.16475,0.021144,0.54852
0.16394,0.013217,0.54264
0.16213,0.0075511,0.54063
0.16198,-0.00019941,0.53889
0.16179,-0.0057683,0.53796
0.161,-0.013409,0.53285
0.16045,-0.018919,0.53257
0.16034,-0.026512,0.53218
0.16029,-0.031989,0.53142
0.16016,-0.039592,0.53067
0.15931,-0.045059,0.53026
0.15913,-0.052531,0.52892
0.15947,-0.057973,0.52839
0.15924,-0.06561,0.52895
0.15906,-0.071031,0.52862
0.15859,-0.078467,0.52765
0.15851,-0.083891,0.52825
0.15818,-0.091767,0.52754
0.15939,-0.097266,0.52807
0.15934,-0.10508,0.52934
0.15953,-0.11082,0.52856
0.15974,-0.11854,0.52886
0.16017,-0.12454,0.53436
0.16119,-0.13249,0.53702
0.16262,-0.13935,0.5405
0.1639,-0.1488,0.54278
0.16645,-0.15585,0.55421
0.16912,-0.16668,0.55892
0.19494,-0.19962,0.64809
0.25504,-0.2735,0.84996
0.26203,-0.29001,0.86567
0.26821,-0.31096,0.89258
0.26665,-0.31817,0.88987
0.26554,-0.32957,0.88605
0.26783,-0.34016,0.89528
0.27197,-0.36133,0.90885
0.31269,0.41888,1.0892
0.31149,0.40262,1.0821
0.30878,0.38551,1.0741
0.30578,0.36368,1.0608
0.30219,0.35201,1.0576
0.30365,0.34006,1.063
0.30578,0.33248,1.0741
0.3101,0.31914,1.0786
0.3109,0.30877,1.0814
0.30701,0.28677,1.0603
0.29975,0.27268,1.0407
0.29998,0.25741,1.0439
0.3001,0.24824,1.0483
0.30088,0.23192,1.0514
0.29638,0.21743,1.0365
0.29334,0.20217,1.0202
0.29124,0.18862,1.0125
0.29191,0.17457,1.0148
0.30307,0.17178,1.0567
0.32659,0.16838,1.1406
0.32703,0.15679,1.1422
0.27445,0.11693,0.93971
0.17457,0.068994,0.60861
0.16927,0.057817,0.58948
0.16552,0.050459,0.5675
0.16135,0.041437,0.55954
0.15964,0.035178,0.55344
0.15851,0.026901,0.5501
0.15743,0.021066,0.54433
0.15603,0.01323,0.54246
0.15589,0.0075375,0.54007
0.15564,-0.00019044,0.53842
0.15476,-0.0057469,0.53461
0.15438,-0.013414,0.53436
0.15385,-0.018912,0.533
0.15337,-0.0265,0.53242
0.15299,-0.031928,0.53144
0.15276,-0.039504,0.52933
0.15265,-0.045027,0.52867
0.15248,-0.052572,0.52802
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0.15175,-0.097173,0.52697
0.15264,-0.10475,0.52784
0.15278,-0.11032,0.52908
0.15298,-0.11848,0.52856
0.15344,-0.12437,0.53348
0.15387,-0.13221,0.53441
0.15479,-0.13815,0.53746
0.15584,-0.14713,0.53885
0.15755,-0.15456,0.54235
0.15976,-0.16474,0.55491
0.16656,-0.17764,0.5759
0.19785,-0.22239,0.68821
0.25978,-0.30049,0.89904
0.26545,-0.31659,0.91654
0.26693,-0.33145,0.92922
0.26625,-0.34426,0.9252
0.26685,-0.35344,0.92222
0.27226,-0.37413,0.93684
0.30477,0.42321,1.1032
0.30618,0.41431,1.1119
0.30713,0.40398,1.1154
0.30675,0.38293,1.1081
0.30528,0.37137,1.1107
0.30585,0.35359,1.1127
0.30607,0.34313,1.1117
0.3072,0.33008,1.12
0.30675,0.31937,1.1188
0.30496,0.30113,1.1112
0.30246,0.2857,1.0884
0.30342,0.27007,1.0918
0.30242,0.25781,1.0936
0.30022,0.24213,1.0897
0.29448,0.22643,1.0721
0.29525,0.21167,1.0749
0.29875,0.20259,1.0815
0.30424,0.19062,1.1024
0.32717,0.19225,1.1998
0.32977,0.17678,1.2022
0.30957,0.15399,1.1375
0.18279,0.08134,0.6614
0.16442,0.067134,0.59649
0.15977,0.05662,0.58306
0.15568,0.050098,0.56648
0.15462,0.041345,0.5578
0.15256,0.03493,0.5523
0.15171,0.026887,0.54825
0.15075,0.021079,0.54571
0.14971,0.01318,0.54145
0.14866,0.0075319,0.53808
0.14856,-0.00018166,0.53622
0.14834,-0.0057431,0.53498
0.14727,-0.013386,0.53335
0.14692,-0.018861,0.5328
0.14664,-0.026365,0.53114
0.1465,-0.031832,0.53033
0.14632,-0.039376,0.5295
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0.14556,0,-1
0.14573,-0.10464,0.52586
0.14604,-0.11038,0.52791
0.14619,-0.11794,0.52923
0.14667,-0.12411,0.52996
0.14714,-0.13178,0.53232
0.14775,-0.13799,0.53466
0.14853,-0.14578,0.5379
0.15038,-0.1533,0.54063
0.15172,-0.16309,0.54299
0.1562,-0.17233,0.56041
0.16102,-0.18807,0.58233
0.25258,-0.3052,0.91976
0.25715,-0.32366,0.93909
0.26598,-0.3455,0.96618
0.26721,-0.35815,0.96482
0.26886,-0.37352,0.97765
0.26994,-0.38774,0.97347
0.30338,0.43997,1.1484
0.30611,0.43044,1.1632
0.30729,0.41989,1.1668
0.30972,0.40689,1.1838
0.30949,0.39395,1.1661
0.31076,0.3785,1.1853
0.31054,0.36577,1.1798
0.3117,0.35023,1.1842
0.31075,0.33635,1.1832
0.30515,0.31641,1.1694
0.30553,0.30471,1.1688
0.29756,0.28,1.1364
0.29476,0.2632,1.1238
0.29371,0.2456,1.1151
0.28997,0.2332,1.0988
0.29073,0.21801,1.1017
0.30606,0.21807,1.1688
0.315,0.20707,1.2068
0.34275,0.21114,1.2994
0.33888,0.18959,1.2962
0.20243,0.10517,0.76902
0.16231,0.075934,0.61909
0.15424,0.06608,0.58683
0.15201,0.056152,0.57514
0.14864,0.049654,0.56287
0.14674,0.040988,0.55576
0.14541,0.034895,0.55171
0.14447,0.02686,0.54749
0.14354,0.021003,0.54311
0.14238,0.013162,0.53951
0.14215,0.0075338,0.53663
0.14164,-0.00017329,0.53548
0.14092,-0.0057224,0.53473
0.14089,-0.013365,0.53289
0.14061,-0.01882,0.53164
0.13996,-0.026399,0.53127
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0,0,-1
0.13941,-0.10466,0.52711
0.13969,-0.11023,0.52708
0.13958,-0.11799,0.52799
0.13986,-0.12358,0.53012
0.14042,-0.13172,0.53219
0.14127,-0.13787,0.53376
0.14147,-0.1458,0.53441
0.14316,-0.15262,0.53827
0.14391,-0.16121,0.54354
0.14658,-0.16989,0.55006
0.14918,-0.18074,0.56775
0.18744,-0.23579,0.70822
0.25298,-0.33167,0.95966
0.25915,-0.35234,0.98176
0.26585,-0.37605,1.0022
0.26755,-0.387,1.0096
0.26883,-0.39985,1.0104
0.30292,0.46323,1.2088
0.30426,0.44801,1.2146
0.30509,0.43763,1.2184
0.30694,0.42203,1.2275
0.30785,0.40922,1.23
0.30918,0.39334,1.2353
0.31004,0.38028,1.2384
0.30579,0.35951,1.2135
0.30436,0.34559,1.2031
0.29975,0.32383,1.1956
0.29651,0.30723,1.182
0.29574,0.29028,1.1849
0.2964,0.27871,1.1806
0.29213,0.25596,1.1657
0.29146,0.24451,1.168
0.29371,0.23105,1.1719
0.30983,0.23167,1.234
0.32953,0.22491,1.3028
0.33111,0.21449,1.309
0.33074,0.1951,1.3058
0.16412,0.089314,0.6494
0.15136,0.074413,0.59937
